##-----------------------------------------------------------------------
##--Author	JRM Annand   29th Apr 2003
##--Update	JRM Annand...17th May 2005
##--Description
##                *** Acqu++ <-> Root ***
## Online/Offline Analysis of Sub-Atomic Physics Experimental Data 
##
## Parameter File: PID.03.09.06 (specified in CBanalysis.dat)
## Parameter file for PID II test run 3/9/06.
## Setup decoding of Particle-ID (TA2PlasticPID) detector class
##  **DEFAULT TEMPLATE ** DEFAULT TEMPLATE ** DEFAULT TEMPLATE **
##-----------------------------------------------------------------------
# Total # Elements in array, Pulse-Height info? Time info? Position info?
# Info switch is off/on = 0/1
#	Total	Energy?	Time?	Position?
Size:  24	1       1	        1
RawHits:
#
# Calibration factors for each PID element...one line for each
# Can optionally enter TDC-Time onfo...extra 5 parameters per line
# low, high are energy cuts, ped is the pedestal, MeV/chan conversion gain
#calibration for the early April 2014 data:
#        ADC Low [MeV]  High [MeV]    Ped [chan.]      MeV/Chan            TDC   Low [ns]   High [ns]  Off [chan.]    ns/Chan  Position [r(mm), theta, phi(deg)] 
Element: 126 	0.0010 	    1000.0 	 63.1168 	0.02408 	2016M0 	     -60 	   60 	  -2931.35 	0.117 	          51.0 	  0.0 	14.5597 
Element: 101 	0.0010 	    1000.0 	 110.4764 	0.02621 	2017M0 	     -60 	   60 	  -2918.70 	0.117 	          51.0 	  0.0 	28.7319 
Element: 127 	0.0010 	    1000.0 	 88.3846 	0.01940 	2018M0 	     -60 	   60 	  -2927.56 	0.117 	          51.0 	  0.0 	44.8303 
Element: 103 	0.0010 	    1000.0 	 126.4725 	0.02209 	2019M0 	     -60 	   60 	  -2924.56 	0.117 	          51.0 	  0.0 	60.5021 
Element: 104 	0.0010 	    1000.0 	 136.4701 	0.02293 	2020M0 	     -60 	   60 	  -2933.62 	0.117 	          51.0 	  0.0 	75.2655 
Element: 105 	0.0010 	    1000.0 	 128.4720 	0.02247 	2021M0 	     -60 	   60 	  -2910.90 	0.117 	          51.0 	  0.0 	92.2213 
Element: 106 	0.0010 	    1000.0 	 110.4764 	0.02425 	2022M0 	     -60 	   60 	  -2914.75 	0.117 	          51.0 	  0.0 	106.8677 
Element: 107 	0.0010 	    1000.0 	 128.4720 	0.02435 	2023M0 	     -60 	   60 	  -2887.82 	0.117 	          51.0 	  0.0 	122.7515 
Element: 108 	0.0010 	    1000.0 	 136.4701 	0.02352 	2024M0 	     -60 	   60 	  -2944.41 	0.117 	          51.0 	  0.0 	136.4414 
Element: 109 	0.0010 	    1000.0 	 136.4701 	0.01631 	2025M0 	     -60 	   60 	  -2987.47 	0.117 	          51.0 	  0.0 	151.9519 
Element: 110 	0.0010 	    1000.0 	 134.4706 	0.01790 	2026M0 	     -60 	   60 	  -2948.38 	0.117 	          51.0 	  0.0 	166.7334 
Element: 111 	0.0010 	    1000.0 	 130.4716 	0.01351 	2027M0 	     -60 	   60 	  -2935.59 	0.117 	          51.0 	  0.0 	-179.7924 
Element: 112 	0.0010 	    1000.0 	 134.4706 	0.02033 	2028M0 	     -60 	   60 	  -2944.59 	0.117 	          51.0 	  0.0 	-165.7383 
Element: 113 	0.0010 	    1000.0 	 118.4745 	0.02585 	2029M0 	     -60 	   60 	  -2923.40 	0.117 	          51.0 	  0.0 	-151.8525 
Element: 114 	0.0010 	    1000.0 	 118.4745 	0.02751 	2030M0 	     -60 	   60 	  -2932.14 	0.117 	          51.0 	  0.0 	-135.4109 
